住所（スプレッドシート用）,Latitude,Longitude,世帯数
兵庫県神戸市灘区篠原中町６丁目,34.7175758,135.225822,317
兵庫県神戸市灘区篠原本町１丁目,34.7211323,135.2310936,191
兵庫県神戸市灘区篠原本町２丁目,34.7211422,135.2299221,126
兵庫県神戸市灘区篠原本町３丁目,34.7214342,135.2281649,238
兵庫県神戸市灘区篠原本町４丁目,34.7206181,135.2264077,319
兵庫県神戸市灘区篠原本町５丁目,34.7198377,135.2247245,128
兵庫県神戸市灘区篠原南町１丁目,34.7177978,135.2322652,269
兵庫県神戸市灘区篠原南町２丁目,34.7172538,135.2310936,234
兵庫県神戸市灘区篠原南町３丁目,34.7172638,135.2299221,207
兵庫県神戸市灘区篠原南町４丁目,34.7158836,135.2293364,218
兵庫県神戸市灘区篠原南町５丁目,34.7158937,135.2281649,271
兵庫県神戸市灘区篠原南町６丁目,34.7150776,135.2264077,391
兵庫県神戸市灘区篠原南町７丁目,34.7148761,135.2256756,222
兵庫県神戸市灘区下河原通１丁目,34.7113399,135.234169,98
兵庫県神戸市灘区下河原通２丁目,34.7110679,135.2335832,127
兵庫県神戸市灘区下河原通３丁目,34.7108664,135.232851,268
兵庫県神戸市灘区下河原通４丁目,34.7102519,135.2318259,160
兵庫県神戸市灘区将軍通１丁目,34.715662,135.2309472,85
兵庫県神戸市灘区将軍通２丁目,34.7156671,135.2303614,76
兵庫県神戸市灘区将軍通３丁目,34.714982,135.2294828,167
兵庫県神戸市灘区将軍通４丁目,34.714574,135.2286042,131
兵庫県神戸市灘区城内通１丁目,34.709587,135.220551,286
兵庫県神戸市灘区城内通２丁目,34.709325,135.2187941,397
兵庫県神戸市灘区城内通３丁目,34.7081464,135.2189405,108
兵庫県神戸市灘区城内通４丁目,34.7082268,135.2176229,335
兵庫県神戸市灘区城内通５丁目,34.7071287,135.2164517,296
兵庫県神戸市灘区城の下通１丁目,34.7173929,135.2146949,116
兵庫県神戸市灘区城の下通２丁目,34.7171306,135.2129383,271
兵庫県神戸市灘区城の下通３丁目,34.7165962,135.2105962,261
兵庫県神戸市灘区新在家北町１丁目,34.7103114,135.2409064,37
兵庫県神戸市灘区新在家北町２丁目,34.7096969,135.239881,229
兵庫県神戸市灘区新在家南町１丁目,34.7078829,135.2413458,474
兵庫県神戸市灘区新在家南町２丁目,34.7063718,135.239881,302
兵庫県神戸市灘区新在家南町３丁目,34.7062512,135.2378305,365
兵庫県神戸市灘区新在家南町４丁目,34.7050223,135.2357801,294
兵庫県神戸市灘区新在家南町５丁目,34.7042064,135.2340226,312
兵庫県神戸市灘区水車新田字滝ノ下,34.7365897,135.2315278,14
兵庫県神戸市灘区水車新田字宮坂,34.7333913,135.2309472,53
兵庫県神戸市灘区水道筋１丁目,34.7136874,135.2269934,177
兵庫県神戸市灘区水道筋２丁目,34.7134254,135.2252363,328
兵庫県神戸市灘区水道筋３丁目,34.7128814,135.2240649,192
兵庫県神戸市灘区水道筋４丁目,34.7125438,135.22304,156
兵庫県神戸市灘区水道筋５丁目,34.7119998,135.2218687,339
兵庫県神戸市灘区水道筋６丁目,34.7112492,135.220551,513
兵庫県神戸市灘区千旦通１丁目,34.7130174,135.2324116,35
兵庫県神戸市灘区千旦通２丁目,34.7128865,135.231533,97
兵庫県神戸市灘区千旦通３丁目,34.7124785,135.2306543,134
兵庫県神戸市灘区千旦通４丁目,34.7123475,135.2297757,96
兵庫県神戸市灘区曾和町１丁目,34.7227544,135.2357801,150
兵庫県神戸市灘区曾和町２丁目,34.7224924,135.2340226,95
兵庫県神戸市灘区曾和町３丁目,34.7220189,135.2327045,70
